Date,Ticker,ret_63d,position,y,retin21d
2002-09-11,S5SFTW,-0.11161718707128354,0,0,-0.10136512446723078
2002-09-11,S5PHRM,-0.045021094607871404,1,1,-0.036099007504236336
2002-09-11,S5CPGS,-0.04938373387196504,0,0,-0.17458046051775733
2002-09-11,S5ENRSX,-0.11693682559300278,0,0,-0.056198525057867266
2002-09-11,S5FDBT,-0.09829827261843682,0,1,-0.04865095547441789
2002-09-11,S5TECH,-0.1617876397986009,0,0,-0.20752711035509241
2002-09-11,S5RETL,-0.08945764041891768,0,0,-0.1426961450495542
2002-09-11,S5BANKX,-0.036760650206028256,1,0,-0.1554836971166801
2002-09-11,S5HCES,-0.05566968781470294,0,1,-0.019536748709636176
2002-09-11,S5DIVF,-0.12204858887323344,0,0,-0.14983586626139822
2002-09-11,S5UTILX,-0.18349358974358965,0,0,-0.18508341511285575
2002-09-11,S5MEDA,-0.10655360882668441,0,0,-0.11463038133897419
2002-09-11,S5REAL,-0.0804704425874343,0,0,-0.12868843262650065
2002-09-11,S5TELSX,-0.14712230215827338,0,0,-0.09384226064951506
2002-09-11,S5MATRX,-0.0991866407543367,0,0,-0.14382740711146624
2002-09-11,S5INSU,-0.08844290657439446,0,0,-0.09467051320983899
2002-09-11,S5FDSR,-0.04286532446363289,1,0,-0.14107520942649354
2002-09-11,S5HOUS,-0.018053016453382087,1,1,-0.04332480024823515
2002-09-11,S5SSEQX,-0.2498993269286085,0,0,-0.21289976225170637
2002-09-11,S5TRAN,-0.13491700928886852,0,0,-0.05292495452678525
2002-09-11,S5HOTR,-0.14546687987595097,0,0,-0.12327757300822217
2002-09-11,S5CODU,-0.05734265734265731,0,0,-0.15352178666250194
2002-09-11,S5AUCO,-0.15385112850029092,0,0,-0.22775909507795777
2002-09-11,S5COMS,-0.14772521297806773,0,0,-0.1337019707925705
2002-09-12,S5SFTW,-0.15738628740104654,0,0,-0.02108280254777073
2002-09-12,S5PHRM,-0.08554322347425791,1,1,-0.003242742433601009
2002-09-12,S5CPGS,-0.09279756175810083,0,0,-0.11444611440190955
2002-09-12,S5ENRSX,-0.1605687291589477,0,1,-0.014731034482758587
2002-09-12,S5FDBT,-0.12656567366283,0,0,-0.017828593575892726
2002-09-12,S5TECH,-0.22731753310761593,0,0,-0.11742193133285261
2002-09-12,S5RETL,-0.1340018231540565,0,0,-0.0749745331069609
2002-09-12,S5BANKX,-0.09656861206165823,0,0,-0.09031518226361335
2002-09-12,S5HCES,-0.09094121804688415,1,1,0.004665025268886902
2002-09-12,S5DIVF,-0.19132637551930276,0,0,-0.0768845228548517
2002-09-12,S5UTILX,-0.22033096926713958,0,0,-0.14908025065696384
2002-09-12,S5MEDA,-0.15580397245234057,0,0,-0.04214944431307632
2002-09-12,S5REAL,-0.09593944972895563,0,0,-0.09322321529584787
2002-09-12,S5TELSX,-0.18400702987697715,0,0,-0.021645487831143728
2002-09-12,S5MATRX,-0.1335548642533937,0,0,-0.08535291717666249
2002-09-12,S5INSU,-0.14666887088775005,0,0,-0.024875043589445478
2002-09-12,S5FDSR,-0.07585019371502366,1,0,-0.09604993478665924
2002-09-12,S5HOUS,-0.04695905558876268,1,0,-0.016581082670220737
2002-09-12,S5SSEQX,-0.33226079131786335,0,0,-0.09175922901012745
2002-09-12,S5TRAN,-0.16380343587694768,0,1,-0.013676540850453889
2002-09-12,S5HOTR,-0.1935544577746413,0,0,-0.06854909281838861
2002-09-12,S5CODU,-0.1151161134064681,0,0,-0.08823055868620189
2002-09-12,S5AUCO,-0.1981693937684157,0,0,-0.168725566849101
2002-09-12,S5COMS,-0.18611504007543622,0,0,-0.07038377986965971
2002-09-13,S5SFTW,-0.14335974217805825,0,0,-0.024265604915822858
2002-09-13,S5PHRM,-0.08245762711864402,1,1,0.021150826637110987
2002-09-13,S5CPGS,-0.13440328892754083,0,0,-0.09398547746266617
2002-09-13,S5ENRSX,-0.14949579441423855,0,1,-0.005518522565839956
2002-09-13,S5FDBT,-0.11669849352853812,0,1,-0.008023060293057993
2002-09-13,S5TECH,-0.21537055572479213,0,0,-0.11869107043815863
2002-09-13,S5RETL,-0.1082347359368977,0,0,-0.08422837761447155
2002-09-13,S5BANKX,-0.09203030113316213,0,0,-0.0870854306005654
2002-09-13,S5HCES,-0.09054842473745639,0,1,0.007270549995723297
2002-09-13,S5DIVF,-0.18913582236908388,0,0,-0.07529072656793567
2002-09-13,S5UTILX,-0.2142857142857142,0,0,-0.17178340784898172
2002-09-13,S5MEDA,-0.15801365489464125,0,0,-0.05536110138840267
2002-09-13,S5REAL,-0.07532683129279927,1,0,-0.11613554757630173
2002-09-13,S5TELSX,-0.1923819554151308,0,0,-0.015431427950445609
2002-09-13,S5MATRX,-0.1471600084251914,0,0,-0.08191322960401748
2002-09-13,S5INSU,-0.14716160084393748,0,0,-0.037765751836103534
2002-09-13,S5FDSR,-0.07395044293234054,1,0,-0.1005129627062249
2002-09-13,S5HOUS,-0.039149510631117046,1,0,-0.010732544979120462
2002-09-13,S5SSEQX,-0.3159374304163882,0,0,-0.09944256825487241
2002-09-13,S5TRAN,-0.16568372650939622,0,0,-0.015635296231953588
2002-09-13,S5HOTR,-0.18932793293458305,0,0,-0.06983094173008764
