Date,Ticker,ret_63d,position,y,retin21d
2002-09-11,S5SFTW,0.11835253324454945,0.0,0.0,0.10687847213462619
2002-09-11,S5PHRM,0.046066027339993085,0.0,0.0,0.03676669452601185
2002-09-11,S5CPGS,0.050644803515810764,0.0,0.0,0.19186348920064403
2002-09-11,S5ENRSX,0.12435853574262504,0.0,0.0,0.057839436921275876
2002-09-11,S5FDBT,0.10347149278379666,0.0,0.0,0.049874254831563526
2002-09-11,S5TECH,0.17648379747557605,1.0,1.0,0.23259698246578955
2002-09-11,S5RETL,0.09371485746877807,0.0,0.0,0.15396286668972967
2002-09-11,S5BANKX,0.03745335207063366,0.0,0.0,0.16899123814463146
2002-09-11,S5HCES,0.057279267063855346,0.0,0.0,0.019730113609189623
2002-09-11,S5DIVF,0.13016402728067294,0.0,0.0,0.1623258496228915
2002-09-11,S5UTILX,0.20272051570664815,1.0,1.0,0.20466952081110065
2002-09-11,S5MEDA,0.11266894486947952,0.0,0.0,0.12175007296039413
2002-09-11,S5REAL,0.08389309036189072,0.0,0.0,0.1377556538391048
2002-09-11,S5TELSX,0.15913912061927726,0.0,0.0,0.09854188285035571
2002-09-11,S5MATRX,0.10445719128298703,0.0,0.0,0.15528329595819712
2002-09-11,S5INSU,0.09260105004432333,0.0,0.0,0.09945632773971302
2002-09-11,S5FDSR,0.043811170642005855,0.0,0.0,0.15207391546022445
2002-09-11,S5HOUS,0.018217960326821978,0.0,0.0,0.04429133933521142
2002-09-11,S5SSEQX,0.2875478506980682,1.0,1.0,0.2393996717777579
2002-09-11,S5TRAN,0.14492983363384565,0.0,0.0,0.05437694345195691
2002-09-11,S5HOTR,0.15720001752397145,0.0,0.0,0.13156483956755774
2002-09-11,S5CODU,0.05905243178170056,0.0,0.0,0.16667081508511034
2002-09-11,S5AUCO,0.16705996381715596,1.0,1.0,0.25845872462794756
2002-09-11,S5COMS,0.15984628417241586,0.0,0.0,0.14352628504253828
2002-09-12,S5SFTW,0.17124665541944936,0.0,0.0,0.021308218729087565
2002-09-12,S5PHRM,0.08942507686555257,0.0,0.0,0.00324801151678282
2002-09-12,S5CPGS,0.09738965835584677,0.0,1.0,0.12154197030967391
2002-09-12,S5ENRSX,0.17503067497496497,0.0,0.0,0.014840613645713707
2002-09-12,S5FDBT,0.1353223367369034,0.0,0.0,0.017989437566063814
2002-09-12,S5TECH,0.2578870950048587,1.0,1.0,0.12490803100839208
2002-09-12,S5RETL,0.14387247568064365,0.0,0.0,0.07793401007244576
2002-09-12,S5BANKX,0.10155511213413777,0.0,0.0,0.09465709360152719
2002-09-12,S5HCES,0.09534552028036478,0.0,0.0,-0.004654177761355993
2002-09-12,S5DIVF,0.21235987412634438,0.0,0.0,0.08000094163850545
2002-09-12,S5UTILX,0.24888576892077952,1.0,1.0,0.16143745644998986
2002-09-12,S5MEDA,0.16937055122682917,0.0,0.0,0.0430635093313783
2002-09-12,S5REAL,0.10085894044472328,0.0,0.0,0.09785896201729459
2002-09-12,S5TELSX,0.2033495391004548,0.0,0.0,0.021883187749595412
2002-09-12,S5MATRX,0.14335648891521183,0.0,0.0,0.0892169899411175
2002-09-12,S5INSU,0.15860761325155692,0.0,0.0,0.025189655775053527
2002-09-12,S5FDSR,0.0788810924677354,0.0,0.0,0.1009811577114747
2002-09-12,S5HOUS,0.04809741254545774,0.0,0.0,0.016720087531013138
2002-09-12,S5SSEQX,0.4038575878382846,1.0,0.0,0.0962457692428045
2002-09-12,S5TRAN,0.17889156898577452,0.0,0.0,0.013770926300945651
2002-09-12,S5HOTR,0.21511890728583363,0.0,0.0,0.0710117933013128
2002-09-12,S5CODU,0.12229884417111857,0.0,0.0,0.09236812644549794
2002-09-12,S5AUCO,0.22085790759955978,1.0,1.0,0.18479529417980722
2002-09-12,S5COMS,0.20593624984118059,0.0,0.0,0.07298344453161437
2002-09-13,S5SFTW,0.15473721768136095,0.0,0.0,0.024564865789060017
2002-09-13,S5PHRM,0.08605651714285785,0.0,0.0,-0.02093025269655287
2002-09-13,S5CPGS,0.1443361704899536,0.0,0.0,0.09869994377697008
2002-09-13,S5ENRSX,0.16192592231922054,0.0,0.0,0.005533805864916027
2002-09-13,S5FDBT,0.1240886797287555,0.0,0.0,0.008055418230626155
2002-09-13,S5TECH,0.24254371815757325,1.0,1.0,0.1263470566666013
2002-09-13,S5RETL,0.11455233791390532,0.0,0.0,0.08798826593335565
2002-09-13,S5BANKX,0.09654427222970652,0.0,0.0,0.09111297406925072
2002-09-13,S5HCES,0.09491352569317103,0.0,0.0,-0.007244246961838589
2002-09-13,S5DIVF,0.20965471406991962,0.0,0.0,0.07827588986435474
2002-09-13,S5UTILX,0.24116205681688804,1.0,1.0,0.1884805740807438
2002-09-13,S5MEDA,0.17199148208584908,0.0,0.0,0.05695254238535727
2002-09-13,S5REAL,0.07831493503321278,0.0,1.0,0.12345156246374109
2002-09-13,S5TELSX,0.21366604932492694,0.0,0.0,0.015551731678388905
2002-09-13,S5MATRX,0.15918333223431552,0.0,0.0,0.0854633716999658
2002-09-13,S5INSU,0.15918519943126735,0.0,0.0,0.03849735674816693
2002-09-13,S5FDSR,0.07682752841627594,0.0,0.0,0.10593063670842383
2002-09-13,S5HOUS,0.03993646029552763,0.0,0.0,0.010790554170849452
2002-09-13,S5SSEQX,0.37970588954382833,1.0,0.0,0.10474133878170051
2002-09-13,S5TRAN,0.18114272370206685,0.0,0.0,0.01575881668704862
2002-09-13,S5HOTR,0.209891662910288,0.0,0.0,0.07238892626945129
2002-09-13,S5CODU,0.12745387828957577,0.0,0.0,0.09275717140892145
2002-09-13,S5AUCO,0.24992645392567592,1.0,1.0,0.1891028664381411
2002-09-13,S5COMS,0.19711950641540307,0.0,0.0,0.06422143144177059
2002-09-16,S5SFTW,0.1346651012169663,0.0,0.0,-0.040009674543001784
2002-09-16,S5PHRM,0.06820421018834255,0.0,0.0,-0.04240642579734708
2002-09-16,S5CPGS,0.11573349608518248,0.0,0.0,0.06450855903962294
2002-09-16,S5ENRSX,0.13964410816775194,0.0,0.0,-0.01905842143576355
2002-09-16,S5FDBT,0.10339437423742508,0.0,0.0,0.013213119989372918
2002-09-16,S5TECH,0.2077348556633583,1.0,0.0,0.028178961269809115
2002-09-16,S5RETL,0.0989645650132793,0.0,0.0,0.04361705111596997
2002-09-16,S5BANKX,0.08708901372737302,0.0,0.0,0.03622451610679532
2002-09-16,S5HCES,0.09023140168493761,0.0,0.0,-0.007172723886991657
2002-09-16,S5DIVF,0.19225308380856077,0.0,0.0,-0.008176863042715329
2002-09-16,S5UTILX,0.2415277386562557,1.0,1.0,0.1701072988493166
2002-09-16,S5MEDA,0.16438879068643744,0.0,0.0,-0.012536043731688835
2002-09-16,S5REAL,0.08136853683581399,0.0,1.0,0.08415629346547261
2002-09-16,S5TELSX,0.1630791033294639,0.0,0.0,-0.03138142382718667
2002-09-16,S5MATRX,0.1589526806424322,0.0,0.0,0.02965980908111804
2002-09-16,S5INSU,0.15529288440603525,0.0,0.0,-0.04201739624767755
2002-09-16,S5FDSR,0.06766553554987224,0.0,0.0,0.06729347934188244
2002-09-16,S5HOUS,0.03372859779069307,0.0,0.0,0.027874454168285528
2002-09-16,S5SSEQX,0.3336721410546501,1.0,0.0,-0.01954893182493048
2002-09-16,S5TRAN,0.17233230535823027,0.0,0.0,-0.02495399113735368
2002-09-16,S5HOTR,0.19869844131560974,0.0,1.0,0.07206118460960287
2002-09-16,S5CODU,0.12463183203764405,0.0,0.0,0.047288974114766645
2002-09-16,S5AUCO,0.23338389286845387,1.0,1.0,0.12768942448214238
2002-09-16,S5COMS,0.18386157346099383,0.0,0.0,0.012430647469816265
2002-09-17,S5SFTW,0.1383441707791712,0.0,0.0,-0.019255539955295407
2002-09-17,S5PHRM,0.07824243606214717,0.0,0.0,-0.05918923118157238
2002-09-17,S5CPGS,0.12062591545376694,0.0,0.0,0.0719149811362922
2002-09-17,S5ENRSX,0.18155334210575874,0.0,0.0,-0.036034466718687666
2002-09-17,S5FDBT,0.13083138795735616,0.0,0.0,0.02383570570570605
2002-09-17,S5TECH,0.18824268955512954,0.0,1.0,0.10312801592656647
2002-09-17,S5RETL,0.09269077249494181,0.0,0.0,0.04274417538583795
2002-09-17,S5BANKX,0.08737544070188742,0.0,0.0,0.027896256627586973
2002-09-17,S5HCES,0.09768684242191489,0.0,0.0,-0.03424817212975846
2002-09-17,S5DIVF,0.19678653129555207,0.0,0.0,-0.015719020229598746
2002-09-17,S5UTILX,0.2584684425230291,1.0,1.0,0.173708417882491
2002-09-17,S5MEDA,0.12279059666980953,0.0,0.0,0.010018163754215466
2002-09-17,S5REAL,0.0917657441069032,0.0,0.0,0.09055581268705128
2002-09-17,S5TELSX,0.16413672005887744,0.0,0.0,-0.020534156224193263
2002-09-17,S5MATRX,0.1832636067360253,0.0,0.0,0.036442671368269175
2002-09-17,S5INSU,0.16478871989062532,0.0,0.0,-0.03781344589135641
2002-09-17,S5FDSR,0.12403554281036605,0.0,0.0,0.014869796386135798
2002-09-17,S5HOUS,0.04346503711081347,0.0,0.0,0.017849117368662622
2002-09-17,S5SSEQX,0.3068293004017461,1.0,1.0,0.1010407318844088
2002-09-17,S5TRAN,0.18357757538068079,0.0,0.0,-0.005014636500864494
2002-09-17,S5HOTR,0.25101896564470716,1.0,0.0,0.037933246928434486
2002-09-17,S5CODU,0.1475574938606133,0.0,0.0,0.0557799744279037
2002-09-17,S5AUCO,0.21253397464405455,1.0,1.0,0.1474361420055468
2002-09-17,S5COMS,0.18926480040919538,0.0,0.0,0.033544399316009305
2002-09-18,S5SFTW,0.10962874197998593,0.0,0.0,-0.04853283074325079
2002-09-18,S5PHRM,0.03569836282017945,0.0,0.0,-0.0754786001492497
2002-09-18,S5CPGS,0.10736237125614732,0.0,0.0,0.03403151628428244
2002-09-18,S5ENRSX,0.17230161166226246,0.0,0.0,-0.05534405748531814
2002-09-18,S5FDBT,0.12156308763652571,0.0,0.0,0.019881175835580998
2002-09-18,S5TECH,0.18475737424032745,0.0,0.0,0.028376592342639062
2002-09-18,S5RETL,0.0713518796635046,0.0,1.0,0.054551494911041075
2002-09-18,S5BANKX,0.09429467877432177,0.0,0.0,-0.004186927310145321
2002-09-18,S5HCES,0.07690819602753132,0.0,0.0,-0.025315646193721997
2002-09-18,S5DIVF,0.190783453655232,0.0,0.0,-0.060235531892845924
2002-09-18,S5UTILX,0.23677334415024162,1.0,1.0,0.18171272876905992
2002-09-18,S5MEDA,0.09195984069572581,0.0,0.0,-0.012325546342140425
2002-09-18,S5REAL,0.10601615156184833,0.0,1.0,0.05754428291326887
2002-09-18,S5TELSX,0.18206309684457697,0.0,0.0,-0.0624666565158051
2002-09-18,S5MATRX,0.17293729864771273,0.0,0.0,-0.0003401071370255056
2002-09-18,S5INSU,0.15686342549037402,0.0,0.0,-0.07055851267707135
2002-09-18,S5FDSR,0.12215552556839139,0.0,0.0,0.0013847677781581983
2002-09-18,S5HOUS,0.03363805898017989,0.0,0.0,0.01274255468891937
2002-09-18,S5SSEQX,0.2885258721967801,1.0,0.0,0.01848142254959836
2002-09-18,S5TRAN,0.2003559669956766,0.0,0.0,-0.036022739162754065
2002-09-18,S5HOTR,0.2476314322284639,1.0,0.0,0.021268242812612796
2002-09-18,S5CODU,0.13732476082633377,0.0,0.0,-0.010730937865285126
2002-09-18,S5AUCO,0.22667596814883034,1.0,1.0,0.12004846021334001
2002-09-18,S5COMS,0.17461774135719763,0.0,0.0,-0.02268903085894434
2002-09-19,S5SFTW,0.18450998831441673,0.0,0.0,-0.12092130421793887
2002-09-19,S5PHRM,0.07588531711258054,0.0,0.0,-0.11011432499889663
2002-09-19,S5CPGS,0.14102893053696164,0.0,0.0,0.008719607895735287
2002-09-19,S5ENRSX,0.2041775055432914,0.0,0.0,-0.07790268581032853
2002-09-19,S5FDBT,0.14090974930808275,0.0,0.0,-0.02142195270866924
2002-09-19,S5TECH,0.2449794272095987,1.0,0.0,-0.025797407870157107
2002-09-19,S5RETL,0.0972804165761707,0.0,1.0,0.010131868291846252
2002-09-19,S5BANKX,0.12794858756226737,0.0,0.0,-0.050691148439475475
2002-09-19,S5HCES,0.08220673346878138,0.0,0.0,-0.04997919747430191
2002-09-19,S5DIVF,0.23539123342108004,0.0,0.0,-0.10291183854564098
2002-09-19,S5UTILX,0.237890475917604,0.0,1.0,0.15404722976768223
2002-09-19,S5MEDA,0.16173873459598445,0.0,0.0,-0.07001149246172442
2002-09-19,S5REAL,0.11897595091934363,0.0,1.0,0.05151456324240355
2002-09-19,S5TELSX,0.21024373900656165,0.0,0.0,-0.11393361986289205
2002-09-19,S5MATRX,0.20260996144452387,0.0,0.0,-0.019590702057141623
2002-09-19,S5INSU,0.1833844491719064,0.0,0.0,-0.08619325710459178
2002-09-19,S5FDSR,0.13447285654312233,0.0,0.0,-0.033592626275313335
2002-09-19,S5HOUS,0.03572366735737277,0.0,0.0,-0.015399498822074848
2002-09-19,S5SSEQX,0.354349040266179,1.0,0.0,-0.021224927117935125
2002-09-19,S5TRAN,0.1850327741159896,0.0,0.0,-0.012852729588221735
2002-09-19,S5HOTR,0.26676813299023816,1.0,0.0,-0.00665818706876058
2002-09-19,S5CODU,0.1534128041615274,0.0,0.0,-0.020605690732379174
2002-09-19,S5AUCO,0.26519576614495255,1.0,1.0,0.10660128057928657
2002-09-19,S5COMS,0.20695142284398524,0.0,0.0,-0.03594729145054415
2002-09-20,S5SFTW,0.16276721787163836,0.0,0.0,-0.11844725187754652
2002-09-20,S5PHRM,0.05923686448524091,0.0,0.0,-0.10277478973188456
2002-09-20,S5CPGS,0.11157974537500724,0.0,0.0,-0.011384087816478004
2002-09-20,S5ENRSX,0.19297979279931513,0.0,0.0,-0.07197270660839435
2002-09-20,S5FDBT,0.12051470543222051,0.0,0.0,-0.057946839127172814
2002-09-20,S5TECH,0.20542043036897276,0.0,0.0,-0.06515634892057294
2002-09-20,S5RETL,0.08204951688210407,0.0,1.0,0.009382692214599348
2002-09-20,S5BANKX,0.11715122198370698,0.0,0.0,-0.0550106585192022
2002-09-20,S5HCES,0.06159729394742529,0.0,0.0,-0.060645326821870675
2002-09-20,S5DIVF,0.2321135840280467,0.0,0.0,-0.1269379283393206
2002-09-20,S5UTILX,0.25004633131291826,1.0,1.0,0.07509142023418808
2002-09-20,S5MEDA,0.12465803135629135,0.0,0.0,-0.07923785619031205
2002-09-20,S5REAL,0.10987178428634382,0.0,1.0,0.0665449700144767
2002-09-20,S5TELSX,0.17736408700397252,0.0,0.0,-0.1206175731289397
2002-09-20,S5MATRX,0.18398569918479116,0.0,0.0,-0.030036330247355705
2002-09-20,S5INSU,0.1852270817130465,0.0,0.0,-0.10956297395306881
2002-09-20,S5FDSR,0.13424313642681077,0.0,0.0,-0.05505977718302743
2002-09-20,S5HOUS,-0.0038584745258746682,0.0,0.0,-0.020784561193360793
2002-09-20,S5SSEQX,0.32751991679337067,1.0,0.0,-0.0940719940008347
2002-09-20,S5TRAN,0.11217581037026227,0.0,0.0,-0.022268186079418793
2002-09-20,S5HOTR,0.23646627416524651,1.0,0.0,-0.0312865233031171
2002-09-20,S5CODU,0.1272158559610746,0.0,0.0,-0.05079532774102502
2002-09-20,S5AUCO,0.2463104821598347,1.0,1.0,0.049050987278155274
2002-09-20,S5COMS,0.19308196619587872,0.0,0.0,-0.07660734861104129
2002-09-23,S5SFTW,0.22530513392511234,0.0,0.0,-0.1497566259820092
2002-09-23,S5PHRM,0.08899635697686503,0.0,0.0,-0.09124321675433902
2002-09-23,S5CPGS,0.1291671439399151,0.0,0.0,-0.015214254514594183
2002-09-23,S5ENRSX,0.19657511233400737,0.0,0.0,-0.050160068517666044
2002-09-23,S5FDBT,0.12561284953549098,0.0,0.0,-0.05636472949887974
2002-09-23,S5TECH,0.23706280620068573,1.0,0.0,-0.07294552837777701
